text,class
"Сквозь эти слезы раскрывается доброта в сердце сестры... Люблю тебя, сестра...",Hope_speech
"Так что, если вы посмотрите Animal Planet и National Geographic, животные — это круто. Если вы видите Маничитру, Ганга/Санни/Нагавалли/Раманатан — это круто.",Hope_speech
"Мои глаза наполнились слезами, когда я увидел лицо матери, которая так сильно меня воспитала.",Hope_speech
@Vyas Deep будет не просто законным. Здесь нужно менять религиозные ценности. В любом случае,Hope_speech
"Это первый раз, когда вы получаете такую ??достоверную информацию о болезни короны... Доктор, пожалуйста, продолжайте свою службу.....",Hope_speech
С годовщиной свадьбы,Hope_speech
Нет... Природа также указывает на гомосексуальность. Вот почему Верховный суд сделал это законом в Индии.,Hope_speech
"Боже, благослови тебя, сестра Сурья, если я тоже заплачу",Hope_speech
"В моей семье так много свадеб и романов. Что, если некоторые из них гомосексуалисты? Не для меня",Hope_speech
"Любовь между Никешум Раджу хм ... защиты нет ? главное, что ночью Раджу подходит к дому, чтобы пожелать спокойной ночи, и трижды гудит в велосипедный гудок .. Никеш бежит наверх и включает свет в комнате и выключается три раза ... один из факторов , который сейчас упускают любители нового поколения . ....ооооо.....",Hope_speech
Доктор Пусть живут долго и счастливо,Hope_speech
Сурьямма люблю тебя,Hope_speech
Мои глаза полны.... Да благословит Бог.... Молитвы всегда будут с тобой..,Hope_speech
"Если они хотят усыновить ребенка, им лучше ехать в развитые страны. Право на усыновление будет предоставлено однополым парам",Hope_speech
"Сколько людей ходит, держа это в секрете, они сделали это открытым",Hope_speech
"В Индии и во всем мире есть ответственные люди и комитеты, обладающие опытом и знаниями в области психологии. гомосексуальность является естественным биологическим феноменом, признанным Индийской психиатрической ассоциацией, высшим психиатрическим органом Индии, центральным правительством и Верховным судом.",Hope_speech
Никеш хорошо говорит,Hope_speech
Только здесь это рассматривается как такой большой антиприродный поступок. Внешне все нормально..,Hope_speech
Благослови господь вас обоих,Hope_speech
"Как вы можете поддерживать их, если они вам не нравятся.?. Вы имели в виду, что вам больше не нравится гомосексуализм (гей-секс)?",Hope_speech
Ненасильственные вещи согласны,Hope_speech
Тикток уже не тот,Hope_speech
Тысяча чакар для Икки и Сурьи Аммы,Hope_speech
Пусть вы оба живете вместе до конца своей жизни Бог с вами я люблю тебя,Hope_speech
Арун Кумар снесен,Hope_speech
Есть и девушки-лесбиянки.,Hope_speech
С годовщиной свадьбы сестра и брат,Hope_speech
У Аруна нет спасения. Здесь часто встречаются поклонники Аруна.,Hope_speech
"Было трудно принять их, пока я не увидела видео, но теперь я чувствую сильную любовь... Никто другой не может так описать любовь... усыновление Закон должен разрешать им, пожалуйста...",Hope_speech
"Раскрасьте свою жизнь так, как вам нравятся парни.... Желаю вам всего наилучшего....",Hope_speech
"Давайте поставим лайки тем, кто сделал жизнь других людей лучше, не делая ее хуже.",Hope_speech
"Так или иначе, они портят жизнь еще двум людям (девушкам). Мой сосед женился, не раскрывая своей личности. В разводе. Опять же, по настоянию семьи, он женился на другой девушке. Тоже разведен. Если бы все было сказано открыто, в жизни двух девушек не было бы слез. Точно так же Пулли мог найти кого-то в такой же ситуации. Может быть, жизнь была бы счастлива",Hope_speech
"Нет ничего плохого, если они любят и живут. Не лучше ли жить в любви, чем убивать друг друга, произнося название партии и религии?",Hope_speech
"Кевин Любовь между людьми — это здорово. Если кто-то может сделать это в этом мире без настоящей любви, то поддержите его.......",Hope_speech
Очень.. счастливый.... будь здоров и всегда..... с наилучшими пожеланиями,Hope_speech
"@Rinila Nath Я не имел в виду сострадание и сочувствие каким-либо другим образом .... все созданы Богом, и поклоняющийся Богу, в которого я верю, также создал Ринилу ... тогда ни у кого нет власти обвинять или исключать кого-либо ... .однако общество разделяет геев и лесбиянок. ... Я считаю, что этого делать не следует ... вот что означает сострадание ... нет необходимости проявлять особое отношение или сострадание к сексуальным меньшинствам, с ними следует обращаться как с равными. Никакого сострадания, никакого сочувствия, никакого особого отношения, никакого особого отношения, только равное отношение. Я связался со своими друзьями и открыто сказал им...",Hope_speech
"Пусть те, кому нравится, любят друг друга... ну и что. Любовь повсюду",Hope_speech
"Ответ вам, сказавшему, что однополые отношения неслыханны, состоит в том, что они существуют даже в мифологии.",Hope_speech
Паавам... аварум дживиккатте сантошатоде.. ?,Hope_speech
"Я в такой же ситуации, как он сказал. Моя мама будет плакать, если я открою его.",Hope_speech
"Кто бы что ни говорил, пабг не разрушится. мне нравится Китай",Hope_speech
"Престижность Никешу Сону за то, что он заткнул рот Кевину Мэтью..... ?",Hope_speech
"Америка, Великобритания, Австралия, Германия, Франция, ЮАР и т. д., страны, где гомосексуальность узаконен, семьи геев живут с детьми десятилетиями, все они уступили место личной свободе и гордости, пусть Керала тоже сидит в эта линия.",Hope_speech
"У обоих доброе сердце. За то, что выбрала эту жизнь, не сравнивая жизни других девушек. Но не позволяйте жизни ребенка стать несчастной из-за усыновления ребенка. Это нельзя оправдать, говоря, что в обществе много детей, бродящих по улицам. Пусть те, кто искренне благосклонен к такой ситуации в собственной семье, поддержат ее.  Каликалам",Hope_speech
"Удачи маме и дочке. Тем не менее, я спросил вас о вашем видеомонтаже, и вы до сих пор ничего не сказали.",Hope_speech
"Невинные два человека.. они говорят все, ничего не скрывая",Hope_speech
"Не эти ли люди тоже... Они не виноваты, что они такие. Так продвигайте чейянам, не отворачиваясь от таких людей",Hope_speech
Некоторые животные также имеют гомосексуальность. погугли это,Hope_speech
"Они тоже люди. Те, кто смеются оттуда, думают со своей стороны. Жизнь женщины не была разрушена",Hope_speech
"Я очень люблю их обоих. Пусть Джагадишвара подарит нам сто лет мира, счастья и здоровья.",Hope_speech
Общественный пуннак.. один подо ченгати... разве ты не живешь для общества... живи своей жизнью ради любви,Hope_speech
"И тогда дети-сироты, дети, матери которых умерли, и дети, матери которых не успевают заботиться о них, будут чахлыми. Пусть они соответствуют своим стандартам",Hope_speech
"Большой привет этому доброму сердцу, которое никогда не разрушало чью-то жизнь",Hope_speech
"Теперь я на самом деле очень ревнив. К ребенку, который у них будет. Он счастливчик.",Hope_speech
@Action Hero одет как Мохини. Это не значит женщина. У одного мужчины никогда не может быть ребенка. Подключайтесь и к современной науке. Двое мужчин не могут иметь детей... вместо этого они ищут помощи у женщины.,Hope_speech
я очень плакала смотря эту серию,Hope_speech
"@Remya nandhini Он также участвует в разговорном обществе. Поэтому, когда он комментирует двух человек в обществе, он имеет право комментировать против них.",Hope_speech
"Если бы вы были на месте этих двух мужчин, вы бы тоже оправдали это.",Hope_speech
"Настоящий герой — это врач, который, не колеблясь, поделится знаниями с невеждами.",Hope_speech
"Недостаточно.. есть такая вещь, как взаимное согласие.. животные и дети не знают об этом.. как два взрослых человека имеют отношения взаимного согласия..",Hope_speech
"Вы можете сказать правду. . . . Когда я увидел этот раздел комментариев, мой разум был переполнен. . Все положительные комментарии. .",Hope_speech
Очень счастлив... потому что ты готов жить для себя.......иначе жизнь 4 человек была бы адом....живи с любовью друг к другу...не слишком заботясь об обществе.. удачи..... Оставайтесь благословенными и живите долго и счастливо,Hope_speech
3 раза сигналит... и 3 раза гаснет свет..... какая красивая коммуникация,Hope_speech
Единственная любовь,Hope_speech
"Можно ли убирать дом престарелых, у большинства матерей и отцов детей не будет",Hope_speech
Так мило... Как невинно...,Hope_speech
"Подумай о своем конце. Даже если некоторые люди умрут вместе, будут ли мертвые знать, что есть другие, которые спасены и где-то живут. Дураки говорят о конце света, брат.",Hope_speech
"Я очень уважаю их....все открыто, и это хорошая черта...наслаждайтесь жизнью со счастьем, ооочень мило",Hope_speech
Хорошее решение..иначе четыре жизни были бы загублены..,Hope_speech
"Пусть они смогут усыновить ребенка... Подарите им ребенка, который не хочет отца и матери.. Жизнь этого ребенка будет прекрасна... Дай Бог.",Hope_speech
"Точно так же, как вы не можете сделать натурала геем, вы не можете вернуть его обратно. Это их выбор, если они могут это сделать. Вы говорите о коммунализме большинства..",Hope_speech
"Милый взгляд, когда ты видишь Сону..",Hope_speech
Никто не завидует...,Hope_speech
"С годовщиной, Сурья........ пусть всегда будут хорошие вещи",Hope_speech
Спасибо доктор! Хорошая информация,Hope_speech
Арун ты тигр...,Hope_speech
"@Muhammed Rafnu Не религиозная книга, мой друг. Все религиозные писания - корень всех религий... Величайшая Родина, а не религия. Совестливому человеку религия не нужна.",Hope_speech
"Чтобы донести до общества какие-то истины, одних знаний о предмете недостаточно, надо вот так иронизировать... Эшвин, мне очень нравится ваша презентация...",Hope_speech
"Какая религия Лута Наби Сахо?Нникеша и Сону не является исламом. Какая логика толкать то, за чем следуют только 14% людей в Индии, на вкус всем остальным?",Hope_speech
"Бог манушьяне не был создан в сегодняшней форме... Сегодняшний человек - результат эволюции..... Даже по прошествии времени эволюция произойдет, это закон природы, мой друг.... Это нельзя остановить одним именем любой культуры.",Hope_speech
"Поддерживать ли ЛГБТК+ пе или нет решать каждому. Но посмотрите ниже ужасную тенденцию - религиозные проповеди!!!! Видите, некоторые люди лежат здесь, пытаясь навязать Библию и Коран - друзья",Hope_speech
"@Rabshaib shan Аргументы против. Вот почему Деборар ??лучше, и кажется, что одна сторона побеждает. Это непреднамеренно. Большинство прокомментировало. Черное пальто представляет собой консервативный взгляд. Не с чем не согласиться. Когда он приводит те же аргументы, можно прочитать абзац с другой стороны. Вместо того, чтобы аплодировать ему. Критиковать комментаторов не является нездоровой практикой. Мы должны приветствовать комментарии. Разногласия. Дело должно быть выражено аргументировано. То есть. достоинство",Hope_speech
"Честь заключается в том, что мужчины сидят у них между ног?  Это первый раз, когда мужчин связывают?  Сколько историй известно об однополых отношениях. То, что вы знаете об этих вещах сегодня, не означает, что эти вещи произошли сейчас.",Hope_speech
Никеш и Сону счастливы в семейной жизни,Hope_speech
"Сомнение, которое было там в течение нескольких дней, получило ответ сегодня. Большое спасибо доктор.",Hope_speech
@NITHIN BSAAN Вполне естественно чувствовать влечение к мужчине или женщине,Hope_speech
"@Shakeer Mongam Не смейся над чьей-то грустью, братан, что будет с нами завтра ariyila",Hope_speech
"@Mariya soulperu Старайтесь не спорить с неизвестными людьми.. Фейковые аккаунты предназначены для того, чтобы эти люди получали деньги за оскорбление других.",Hope_speech
"Есть так много людей, которые живут так",Hope_speech
"Сэр, само собой разумеется.. это жемчуг",Hope_speech
"Счастье - это жить с любимым человеком.. Хотите ли вы иметь детей или нет, это касается всех.. Нужно принять закон для усыновления гей-лесбийских пар..",Hope_speech
Так счастлива видеть вас вместе... Так сильно вас люблю... Живите долго... Будьте благословенны...,Hope_speech
"Поддержка больше комментариев.... Я думаю, это хорошо, что они выбирают свой выбор... благослови бог",Hope_speech
Сурья хорош. Вспоминать прошлое — это самое прекрасное. Будьте здоровы,Hope_speech
Доктор наш видимый Бог,Hope_speech
Сурья не плачь не волнуйся все не изменилось,Hope_speech
Пусть это счастье длится вечно,Hope_speech
"Когда этот брат рассказал историю о расставании Раджу и Четана, мне стало очень грустно. Язык любви одинаков для всех...",Hope_speech
"Неважно, мужчина ты или женщина, ты должен быть хорошим человеком. Они пример хорошей семейной жизни.",Hope_speech
У моего друга есть опыт общения в социальных сетях.,Hope_speech
"Как сказал @Sanjay Soman, прошли годы с тех пор, как консультации по превращению гомосексуалистов в гетеросексуалов были запрещены. Принятие своей сексуальной ориентации в соответствии с медицинской наукой - это идея, выдвинутая последними исследованиями. Есть специальность под названием «Трансгендерная медицина»… он говорит о каком-то религиозном консультировании.",Hope_speech
"Пусть вы оба живете долго и счастливо. Много любви. Этот мир будет держать вас навсегда. Мои глаза наполнились слезами, когда я услышал историю Никешетана. Честно говоря, я ничего не понял из того, что сказал гость. Я бы хотел, чтобы судьей был Камаль-паша. Сегодня телеведущая сломалась. мне очень понравился этот эпизод",Hope_speech
"Я гей.. Из-за того, что я гей, все бросили меня..Человек действовал в любви с +1, 4 года драмы, и теперь он женат и живет..В обществе Кералы гею трудно жить. .Я держусь, потому что не хочу никуда прятаться.. Я знаю геев, которые живут на широкую ногу, такова судьба.. Я с этим родился.",Hope_speech
Это действительно было похоже на великую историю любви,Hope_speech
Вот и все. Вы можете понять их ум из этого,Hope_speech
"Марранам варе Пусть Тот, кто создал здоровье, чтобы стоять вместе",Hope_speech
"Материнство – это священное благословение. Но если это ранит умы тех, кому в этом отказано, слово святость не относится к этому материнству. Не плачь сестра. Голос моей сестры заикается на слове «мама». люблю тебя",Hope_speech
Меняется мышление общества,Hope_speech
Chantpot никогда так сильно не обижал/высмеивал сексуальные меньшинства.,Hope_speech
"@muhammed sulaim Это твоя точка зрения. Поддержат только те, кто хочет так жить. Это может показаться неправильным тем, кто воображает в воображении первобытную племенную культуру VI века. Но они не сочли бы неправильным изнасиловать только 100 рабов.",Hope_speech
"Когда общество не было развито, многие античеловеческие обычаи, включая дискриминацию далитов, человеческие жертвоприношения, неприкасаемость, сжигание вдов на кострах их мужей, отказ в обучении лицам, не принадлежащим к высшим кастам, фетоубийство женщин и пытки женщин, воспринимались как « соответствует общественному порядку».",Hope_speech
"@ ПРИЗРАЧНЫЕ ТРОЛЛИ Нет смысла что-то говорить тем, кто говорит, что с закрытыми глазами темно. Прежде всего, посмотрите видео, о котором я упоминал выше, и вы легко все поймете. Также не говорите, что мир — это то, что я вижу, лежа в выбоине.",Hope_speech
Мои глаза тоже наполнились,Hope_speech
"Расставание Никеша - это грустная вещь, когда я говорю это... одно чувство приходит мне на ум... люблю вас, ребята",Hope_speech
"Во-первых, я ничего об этом не знаю, но мне об этом никто не говорил, когда всякие люди начали присылать сообщения на фейсбук... эти геи заставят к этому нормальных людей. Я использовал все буквы малаялам акшамали и сказал неправильно из-за их отсутствия .... Но даже я буду беспокоить снова без всякого стыда .... Керумбо в автобусе делают с микробами, как некоторые мужчины плохо поступают с девушками .... Ни один нормальный человек никогда не примет это. ... вот почему общество, я имею в виду 90%, считает их грязными и плохими людьми .... они теряют свою ценность в своем обществе ....",Hope_speech
"По сути, они становятся сосудами для невежества и психических расстройств общества. бисексуальность",Hope_speech
"Он отвечает не потому, что у Кевина нет информации. Ему трудно дать такой ответ, потому что такие серьезные вопросы мало обсуждаются в обществе. Как он может так быстро ответить, когда сама наука еще не закончила свое изучение",Hope_speech
"Очень приятное сообщение.....Спасибо, Доктор..",Hope_speech
"@Nandha kishor, тема не ошибается, кто сказал, что это неправильно. Я так смущен и так мошанен, что я прокомментировал ?подумайте об этом ??",Hope_speech
"@Джисс Томас Сексуальные меньшинства являются частью нашего общества, и они наследники этой земли.. Время не допускать их к себе прошло.. Примите и уважайте их.. Те, кто их распинает, в основном дневные мужчины.",Hope_speech
"Просто много любви… Ишаан… этого ума, который любит Сурью Амму, достаточно больше всего на свете… и молитв",Hope_speech
"Смысл в том, что ни один гей не должен страдать так, как они.",Hope_speech
"@Ajith Narayanan В этом сексуальное влечение, бхаи... не любовь, они получают сексуальное удовлетворение от мужчин.",Hope_speech
"Я очень радуюсь, когда вижу комментарии. Меняется мышление людей. Похоже, Кевин купил пысу, чтобы быть глупым",Hope_speech
"Жизнь — это также путешествие по путям, которые другие считают неправильными.",Hope_speech
"Дело не в том, чтобы видеть друг друга и учиться.. Они не решили, что им должны нравиться мужчины.. Этот комментарий - ошибка незнания того, что означает гомосексуальность. Никто не почувствует влечения к мужчинам после того, как увидит этих людей. Для этого вы должны быть гомосексуалистом.. Кроме того, что вы увидите, как киноактер курит сигарету. Это не событие, как начало тянуть..",Hope_speech
Два бедных брата,Hope_speech
Сначала взгляните на свое будущее. А потом смотреть на будущее других.,Hope_speech
"Кто сказал, что если отец или мать гомосексуалисты, ребенок не может родиться? Достаточно ли получить яйцеклетку или сперму от донора, чтобы родить ребенка?",Hope_speech
"Я так рад видеть комментарии, что наше общество готово включить всех",Hope_speech
"@DREAM BLOGGER Дорогой друг, пойми одно: сексуальная ориентация не может быть изменена внешними факторами... гомосексуал никогда не может стать гетеросексуалом или наоборот, все это врожденное...",Hope_speech
"Доктор, смело вперед",Hope_speech
Мы верим в Конституцию,Hope_speech
"Бро, много проблем из-за этого канала.",Hope_speech
"@Vyas Deep Я не видел Moothon... из-за того, что ты сказал, я все равно посмотрю его....",Hope_speech
"Когда я увидел это на своем китайском телефоне, у меня появилось настроение поиграть в Pubg  Моя золотая Анна  Пусть Индия сделает приложение лучше, чем Китай, тогда давайте посмотрим  Это полное развлечение",Hope_speech
"Как и другие гетеросексуалы, они представляют собой талантливую и культурную группу. Поймите их недостатки и дайте им жить. Это мир для таких блестящих ученых, как они .... не подвергайте их смерти перед дряхлыми системами. Деревянный осел, который живет за счет невежественной религии, пришел на дебаты, ничего не изучив... их сексуальная ориентация связана с мозгом.",Hope_speech
Я тоже люблю кое-кого.. мы оба нравимся друг другу.. оба хотим пожениться и жить вместе.. но наше общество,Hope_speech
"Я слышал, что сестра красивая. С годовщиной свадьбы. Пусть это будет долго",Hope_speech
Бедняки приветствуются ребята,Hope_speech
"Вместо того, чтобы портить жизнь двум девушкам, дайте им жить своей жизнью. Без морали",Hope_speech
Арун снесен,Hope_speech
@Shyju.k Джордж все будет хорошо братан да благословит тебя бог,Hope_speech
"Все люди, достаточно только внимания и личной свободы",Hope_speech
"Привет, я желаю вам обоим всего наилучшего",Hope_speech
"Если это то, что их интересует, то пусть будет так. Кто такое общество и Бог? Есть ли такой человек в доме того, кто противится.",Hope_speech
"Они не виноваты, что они такие... Бог создал их такими. Их нужно понимать, принимать и уважать",Hope_speech
"Новое знание... очень полезное... спасибо, сэр ?",Hope_speech
"Если вы не можете видеть двух взрослых людей, живущих вместе в любви, идите и подайте иск.",Hope_speech
"Они прекрасно добились своей жизни...достаточно сказать?? Это было сделано не для того, чтобы спасти чью-то жизнь, сестра... думай о хорошем...",Hope_speech
"Люди чувствуют себя некомфортно из-за чего-то необычного. Это предчувствие человека. Он есть у всех, не только у вас. Мы - племенная природа людей. Это изменится, когда гомосексуальность станет обычным явлением в обществе.",Hope_speech
Ты влюбился..,Hope_speech
С годовщиной свадьбы сурья чечи и ишан икка вишамиккалле чечи эникку сангадм варунну,Hope_speech
Сурья Амма люблю тебя..,Hope_speech
"Хорошо, Арун, ты задаешь вопросы, которые мы хотим задать.",Hope_speech
"@Ente Malappuram Да. Однополая любовь есть у всех животных. Даже у змей.. У меня тоже было дешевое презрение к таким людям. Но после прочтения я немного понял, что это такое, и понял, что не могу их винить ..",Hope_speech
"Пусть у каждого будет такая любящая семья, как у Сурии Амман и Ишаана Игана.",Hope_speech
"Арун Четта, мой лайк им...",Hope_speech
"Было много неправильных представлений о них, и все это изменилось.. Я понял, что такие люди - люди с невинными умами.. Это наполнило мои глаза.",Hope_speech
я тоже хочу такого человека,Hope_speech
"Бро, то, что ты сказал, это очень хорошо, потому что многие люди говорят об этом, ничего не понимая в таких людях, как было бы хорошо, если бы многие люди, такие как ты, поняли это.... они тоже имеют право здесь жить. это хорошая информация, братан.",Hope_speech
Вопросы Аруна острые,Hope_speech
Очень хорошо я слышал,Hope_speech
Много-много сердечных пожеланий.... Желаю вам и дальше быть такими же счастливыми сегодня... Да благословит вас Бог,Hope_speech
"Аргументы крутого ведущего nkev были использованы, чтобы заручиться большей поддержкой",Hope_speech
"Я 20-летний парень... Мой разум стал бисексуалом, потому что я создал поддельный аккаунт в Fb... Раньше я мог любить девушек.. Но сегодня я вижу мальчика в таком положении.. Я не знать, если это неправильно. .. но я больше не могу измениться….",Hope_speech
"Кевин. Бедная Ниту вспомнила, когда",Hope_speech
Мать Сурья...,Hope_speech
Привет,Hope_speech
@Mansoor Manu How did you create them.?,Hope_speech
"@Ente Malappuram знает. Болезнь СПИД, возможно, была впервые подтверждена среди небожителей, но вирус ВИЧ попал к людям от обезьян, мой друг. И я не думаю, что только у небожителей есть эта болезнь.",Hope_speech
Позволь мне сказать @sree kutty,Hope_speech
"Положительный момент я вижу в том, что если гей-пара, решившая вот так жить вместе, усыновит и воспитает ребенка, то несколько детей, которые сейчас находятся в детских домах, получат защиту. Не надо вводить очередное ЧП для сокращения населения. В соответствии с меняющимися временами и условиями жизни",Hope_speech
"Вы думали, что проблема может быть решена путем удаления четырех приложений, какое решение этого, но что нам нужно сделать здесь, это сделать альтернативные продукты для этого, но ничего не произойдет с такими мерами, поэтому одно должно быть сделано, мы должны поощрять малый бизнес. Все, что делает правительство здесь, это поощряет крупный бизнес.",Hope_speech
"Говорят, что если скорость уменьшить, то это супер",Hope_speech
Так же гламурно видеть второго человека... Поли... Да благословит Бог их обоих...,Hope_speech
"Я.. люблю.. тебя.. да.. почему бы не коснуться точки.. как будто смотреть на что-то на лице нехорошо. Живи красиво и показывай это. Не обращайте внимания на то, что говорят люди",Hope_speech
"Я был очень счастлив, когда увидел раздел комментариев. Все положительные комментарии. Коттитта, брат, мышление такого меньшинства, как ты, в этом обществе должно быть изменено больше всего. Братья Арунн Всего наилучшего",Hope_speech
"Если вы купите китайский телефон, у вас будет некоторый излишек на руках, если бюджет будет проблемой. Если это от другой компании, вы получите только всю компанию, и ничего не останется.",Hope_speech
"Сегодняшнее общество наверняка примет это... но есть команды, которые приезжают на других автобусах... это что-то вроде сцены.",Hope_speech
"Проблема в том, что твоя точка зрения изменилась, братан. Измени ее.",Hope_speech
"Как сказал в этом Четан, те, кто смотрит на них другими глазами, «Котэ как ответ",Hope_speech
"Когда случаются стихийные бедствия, люди объединяются и сталкиваются с ними в единстве, независимо от касты, религии, пола и сексуальной ориентации.",Hope_speech
"Разве печаль не уступила место счастью, Сурья? А теперь иди и оставь тушеное мясо. С годовщиной свадьбы!",Hope_speech
"Никто не виноват, что они родились такими и не испортили жизнь двум девочкам",Hope_speech
Пусть Бог исполнит твое желание,Hope_speech
2 бедняка,Hope_speech
Тысяча желаний и пусть Бог благословит вас на долгие годы вместе. Пусть сбудется желание ребенка. Я люблю тебя.,Hope_speech
"Война — это забирать жизни храбрых солдат и хвастаться перед морскими правителями. Администраторы с обеих сторон должны принять разумное решение, помня о семьях джаванов. Война не решение. Мудрость является проводником, а не эмоция.",Hope_speech
"@Rafi Sinu Но если гей женится на девушке, ее жизнь будет разрушена",Hope_speech
"Здравый смысл и демократия заключаются в том, что геям должны быть предоставлены все те же права, что и гетеросексуальному большинству.",Hope_speech
Никеш налла манассинудамаяну снехичал чанкпаричкодукумсону Никеш да благословит тебя Бог,Hope_speech
"Матери нужна собственная мать, и отец не может заполнить этот пробел.",Hope_speech
"Пусть Бог благословит вас, братья, и живите счастливо",Hope_speech
"Сомневаюсь, что я согласился бы, если бы мой сын был геем или моя дочь была лесбиянкой. Это их выбор.",Hope_speech
Доктор Арун хорошо поддержал….хорошо говорил за них….,Hope_speech
"Когда я увидел это, я почувствовал к ним огромное уважение и обрадовался, увидев поле для комментариев.",Hope_speech
Для гея можно назвать неестественным связывать женщину и делать жизнь обоих несчастной. Потому что гей не должен связывать женщину,Hope_speech
Меня зовут Никеш,Hope_speech
"Желаю вам всего наилучшего и молюсь, чтобы вы могли быть счастливы так всегда",Hope_speech
"Пишу первый комментарий....Мне было очень грустно, когда я рассказала о своей маме.... Да благословит тебя Господь, Сурья...",Hope_speech
"Мораль всегда есть мораль. Нет времени, которое не было бы племенным временем",Hope_speech
Чтоб ты жил с любовью,Hope_speech
Никому не мешает.. пусть наслаждаются своей жизнью..,Hope_speech
"По закону одинокий мужчина может усыновить только мальчика. Незамужняя женщина может усыновить мальчика или девочку. Поскольку однополые браки незаконны в Индии, юридический статус Никеша и Сону неженат.",Hope_speech
